"id" "tau1" "tau2" "tau3" "rf" "rs" "u"
1959 2.1223425 184.66209 1132.1207 0.05281234 0.35044571 0.470594181438305
2023 12.05035 345.07683 1247.7611 0.084407665 0.24568951 0.0403869065587534
2024 12.117342 293.69725 1259.0599 0.090265994 0.22323754 0.135113833271149
2025 12.029648 369.73763 1385.7308 0.076294239 0.28554635 0.246789692405453
2026 11.01754 326.82331 1347.4331 0.076479174 0.30844103 0.175135144299469
2027 10.601206 318.02426 1299.3516 0.074444892 0.28766012 0.261710983219085
2028 10.200045 279.28775 1358.823 0.067320955 0.26502962 0.333897702192096
2029 10.149105 305.49789 1485.8577 0.062490808 0.30506584 0.52071275427364
2030 9.7384422 323.5367 1477.97 0.059701328 0.32820969 0.59700944901006
2031 9.2900995 261.79298 1484.1302 0.066139338 0.26286349 0.720270399358719
2032 8.8617802 289.36528 1431.3109 0.058768382 0.30081898 0.752560317335854
2033 8.3262505 261.26967 1370.1391 0.06032694 0.29041128 0.748190999820802
2034 7.5354206 271.38351 1383.2704 0.050994432 0.30340062 0.617248835900973
2035 6.9892689 257.7955 1405.7247 0.055239139 0.28205962 0.621617338370029
2036 6.3039227 275.04011 1360.5401 0.046717978 0.31689682 0.737878100075275
2037 6.1104876 242.81348 1361.0298 0.053944989 0.27646083 0.907045136684371
2038 5.8057536 234.46255 1215.6323 0.054308664 0.29458507 0.999331190566693
2039 5.3757176 234.2737 1228.948 0.052812983 0.30090064 0.981742440665631
2040 5.125084 224.0209 1206.9472 0.05143496 0.29201327 0.914435160524718
2041 4.7145171 238.15344 1343.7613 0.049308435 0.30081346 0.87333928029924
2042 4.7973587 215.38879 1096.9751 0.047132058 0.31165308 0.820439502319966
2043 4.3782056 146.11205 876.76025 0.063756168 0.25105842 0.794219945398236
2044 3.9067831 91.473441 612.01229 0.083588581 0.21768663 0.728522480774477
2045 3.7019127 79.144976 605.06887 0.093380736 0.19057308 0.753091429742605
2046 3.5097652 146.06278 1185.5016 0.05978525 0.23651195 0.821043155185457
2047 3.2536248 79.715982 525.35246 0.077431654 0.21894393 0.837541802347189
2048 3.1632351 178.15061 1137.9708 0.045223689 0.30158391 0.909772033735009
2049 3.0489687 213.47002 1275.9425 0.033896897 0.33297433 0.957999086582543
2050 2.7811577 231.43792 1355.714 0.026215937 0.36447899 0.981898734374015
2051 3.0227663 171.91474 1031.6882 0.037524666 0.30981458 0.911938232001432
2052 3.6282555 221.18868 1285.2578 0.040261097 0.32892175 0.945047785169654
2053 3.5179434 196.7632 1154.6901 0.03768647 0.32005869 1.14880020419551
2054 3.5876174 306.8881 1320.2106 0.051871481 0.39603824 0.596931130003684
2055 2.681394 272.12874 1209.696 0.048049685 0.41924051 1.11947631939241
2056 2.2561369 213.86102 1059.7317 0.069061502 0.34453961 0.175804694845653
2119 11.676659 319.66783 1113.8338 0.09521835 0.22710874 0.0749247538002314
2120 12.008413 361.35428 1337.3439 0.07872435 0.26991263 0.153656176563144
2121 11.800449 334.13928 1348.5996 0.081161749 0.25813487 0.262949911390262
2122 11.768849 309.14956 1361.7797 0.084292606 0.2794706 0.403592605374396
2123 10.753481 310.7597 1377.3141 0.077917047 0.29286555 0.301975656046469
2124 10.452461 310.44019 1436.495 0.072424299 0.29642469 0.470699964931434
2125 10.054514 310.62949 1522.3812 0.066275323 0.29676646 0.540821115852217
2126 9.6455281 295.8206 1439.1296 0.063007766 0.30240985 0.578622660188344
2127 9.2989572 277.42722 1355.3983 0.063262036 0.29987045 0.708595037097014
2128 8.8852712 294.02466 1475.887 0.059146367 0.30260708 0.732119931535036
2129 8.4084075 301.22618 1541.2296 0.055247684 0.30540743 0.762776041209894
2130 7.9276288 310.89406 1508.5129 0.055644218 0.31813416 0.70302690949379
2131 7.1086 243.43173 1262.7585 0.064072476 0.29046597 0.598894398337186
2132 6.5534881 235.80163 1233.7448 0.064928119 0.28699172 0.65501096997849
2133 6.0234961 246.76669 1341.7453 0.058010636 0.28253807 0.825084737932662
2134 5.5380277 263.0399 1401.1672 0.054712231 0.29753874 0.92388696874258
2135 5.2900003 223.82009 1195.5425 0.054724243 0.28885098 1.05982759487932
2136 4.8097258 242.79398 1314.9747 0.049204359 0.30436899 0.89805276654551
2137 4.4195437 205.87364 1206.5901 0.050131577 0.28222919 0.852333920140425
2138 4.0661986 207.78673 1137.6917 0.043456398 0.30136482 0.736684521160972
2139 3.6278766 87.588828 579.61682 0.080963153 0.22780951 0.689561437674309
2140 3.4096694 85.183736 511.12754 0.08557803 0.22354313 0.673301546250813
2141 3.1508288 96.340683 539.75363 0.074464688 0.26546802 0.708424943197553
2142 3.0350361 86.232368 518.65004 0.075775329 0.24235437 0.795037868010378
2143 2.7977881 87.132514 522.26828 0.072927724 0.25185093 0.800478311287314
2144 2.785189 110.19532 505.91891 0.06196906 0.3264366 0.878496882519626
2145 2.6984006 234.93231 1244.8417 0.036351892 0.40427116 0.930411051607184
2146 2.63091 165.05746 1173.4353 0.051597502 0.26014466 0.734220123962882
2147 2.6310046 221.1258 1294.2071 0.050599036 0.31094293 0.50173204860128
2148 3.3284877 264.65267 1224.6173 0.095767239 0.29766404 0.433762222664928
